Id	Label	Size
156	Sylvia Winfield	1
157	Crazy Old Man	1
158	Horatio McCallister	3
159	"Just stamp the ticket" man	1
160	Linda Ronstadt	1
161	Bumblebee Man	4
162	Zeke	1
163	Adam West	1
164	Angela Lansbury	1
165	Arnie Pye	2
166	Tony Plow	1
167	Simba	1
168	Bill	2
169	Catwoman	1
170	Marty	2
171	Hans Moleman	4
172	Mary Lou Retton	1
173	Grandma Flanders	1
174	Carl Lewis	1
175	Realty agent	1
176	Sideshow Bob	1
177	David Hasselhoff	1
178	Mike Farrell	1
179	Mona Flanders	1
180	Jacques	2
181	Nick Riviera	2
182	Akira	1
183	Billy	1
184	Andre	1
185	Timothy Lovejoy	2
186	Melvin Van Horne	3
187	Hyman Krustofsky	1
188	Mr. McGreg	1
189	Ziggy	1
190	Martin Prince	2
191	Babysitting Receptionist	1
192	Museum lady	2
193	Kirk Van Houten	2
194	Sebastian Cobb	1
195	Dewey Largo	3
196	Princess Kashmir	3
197	Leonard Nimoy	1
198	J. Loren Pyror	2
199	Marvin Monroe	3
200	Lyle Lanley	1
201	Al Simmons	1
202	Agnes Skinner	2
203	Irving Zitsofsky	1
204	Roy Snyder	2
205	Lurleen Lumpkin	2
206	Karl	1
207	Agent Malone	1
208	Bitey	1
209	Bleeding Gums Murphy	2
210	Jub-Jub	2
211	Hooray for Everything	1
212	Squeaky-voiced teen	2
213	Norman Fell	1
214	Jay Leno	1
215	Arnold	1
216	Gladys Bouvier	1
217	The Seven Duffs	1
218	Jim	1
219	Princess Opal	1
220	Lance Murdock	1
221	Green Bay Packers	1
222	Pepi	1
223	Corey	1
224	Tom	1
225	Woman resembling Homer	1
226	Melissa	2
227	Mr. Muntz	1
228	Communist party recruiter	1
229	Oscar the Grouch	1
230	Lorne Michaels	1
231	Sideshow Raheem	1
232	Rex	2
233	Chuck	2
234	Johnny	1
235	Wanda	1
236	Robert Frost	1
237	Lunchlady Dora	2
238	Bill Clinton	1
239	Hillary Clinton	1
240	Brian McGee	1
241	Queen	1
242	Phil	1
243	Richard Nixon	2
244	Mrs. Phillips	1
245	Female judge	1
246	Bernice Hibbert	3
247	Buck-toothed boy	1
248	Sarah Wiggum	1
249	Rafael	1
250	Joyce Brothers	1
251	John Lennon	1
252	Gummy Joe	1
253	The Iron Yuppie	1
254	Senator Mendoza	1
255	Cesar	1
256	The Beatles	1
257	Lowblow	1
258	Prince Charles	1
259	Dr. Wolfe	1
260	Wainwright Montgomery Burns	1
261	Paul McCartney	1
262	Dr. Hillbilly	1
263	Old Jewish man	2
264	Joey Crusher	1
265	McBain	1
266	Ugolín	1
267	George Harrison	1
268	Ringo Starr	1
269	Dr. Hibbert	1
270	Professor Frink	1
271	Dr. Nick Riviera	1
272	Veterinarian	1
273	Captain Horatio McCallister	1
274	Joey Lowblow	1
275	Brooke Shields	1
276	Roxie	1
277	Roger Meyers, Jr.	1
278	Bobby Mindich	1
279	Artie Ziff	1
280	Harlan Dondelinger	1
281	Adrian	1
282	Gary Chalmers	1
283	Lewis look-alike	1
284	Talking chicken	1
285	Barry White	2
286	Irish man	1
287	Jeremy Freedman	1
288	Alice Glick	1
289	Boy with shades	1
290	Miss Springfield	1
291	Adolf Hitler	1
292	Peggy Bundy	1
293	Al Bundy	1
294	Phillips	1
295	Bold father	1
296	Ed Flanders	1
297	Jonathan Frink	1
298	David Crosby	1
299	Tattoo Annie	1
300	Mrs. Spencer	1
301	Mr. Johansson	1
302	Corporal Punishment	1
303	Arthur Crandall	1
304	Lois Pennycandy	1
305	Luke Perry	1
306	Rainier Wolfcastle	1
307	Capital City Goofball	1
308	Cruddler	1
309	Elizabeth Taylor	1
310	Mr. Teeny	1
311	Parasite	1
312	Gabbo	1
313	Tina Ballerina	1
314	Johnny Carson	1
315	Hugh Hefner	1
316	Bette Midler	1
317	Worker	1
318	Red Hot Chili Peppers	1
