Id	Label	Size
283	Sandeep Nahasapeemapetilon	2
284	Roberta	2
285	Elmo	1
286	Trent Steele	1
287	Bender Rodríguez	1
288	Craig	1
289	Gillian	1
290	Susan	2
291	Lisa, Jr.	1
292	Thurgood Orenthal Stubbs	1
293	Martha Quimby	2
294	Fox Mulder	1
295	Hank Hill	1
296	Oscar the Grouch	1
297	Rupert Murdoch	2
298	Betty White	1
299	Neil	1
300	Amy	1
301	Qtoktok	1
302	Ak	1
303	Evelyn Peters	1
304	Big Bird	1
305	Jack Larson	1
306	Teletubbies	1
307	Michael Finn	1
308	Jeremy Turley	1
309	Clive Dance	1
310	Actor	1
311	Ulysses S. Grant	1
312	Helen Morehouse	1
313	Cleo	1
314	Roxy Monoxide	1
315	Duffman	1
316	Babe Ruth	1
317	Titania	1
318	Tad Winslow	1
319	Billy Carter	1
320	Trucker	1
321	Maggie Simpson, Jr.	1
322	Casino manager	1
323	Üter Zörker	1
324	Helen	1
325	Dances with Focus Groups	1
326	Gabbo	1
327	Crazy Talk	1
328	Arthur Crandall	1
329	Roscoe	1
330	Mr. Sparkle	1
331	She-Hulk	1
332	Jebediah Springfield	1
333	The Teletubbies	1
334	Snowball II	2
335	Leon Spinks	1
336	Rafael	1
337	Springfield Flight School employee	1
338	Admiral Carstairs	1
339	Charlie Rose	1
340	Sheriff	1
341	Captain Jack	1
342	Vincent Canby	1
343	Sepulveda	1
344	Trucker 2	1
345	Joe C.	1
346	Velma	1
347	Cienega	1
348	Nick Carter	1
349	Trucker 1	1
350	Female trucker	1
351	Kid Rock	1
352	One of the Hell's Satans	1
353	Jane Elizabeth	1
354	Backstreet Boys	1
355	Dowager	1
356	Charlie Bluhdorn	1
357	Chilton Danes	1
358	Lisabella	1
359	Timothy Lovejoy	2
360	Val Kilmer	1
361	Doris Freedman	1
362	Yoko Ono	1
363	RV salesman	1
364	Plastic Ono Band	1
365	Cyborganizer	1
366	Ms. Albright	1
367	Vicki Valentine	1
368	Sanjay Nahasapeemapetilon	1
369	Boy with shades	1
370	Raggedy Ann	1
371	Dr. Foster	1
372	Cyanide	1
373	Springfield Mental Asylum Marching Band	1
374	Sophie Jensen	1
375	Karyn	1
376	Lucille Botzcowski	2
377	Long haired girl	1
378	Jaffee	1
379	Buck-toothed girl	1
380	Dr. Zweig	1
381	Rick Dees	1
382	Willie Nelson	1
383	Gloria Allred	1
384	Susan B. Anthony	1
385	Branscombe Richmond	1
386	Queen Elizabeth II	1
387	Milton Berle	1
388	Devil	1
389	Tom Kite	1
390	Huckleberry Hound	1
391	Susan B. Anthony Man	1
392	Santa Claus	1
393	Buzz Aldrin	1
394	Blue-haired lawyer	1
395	Van Halen	1
396	Richie Rich	1
397	Joan Jett	1
398	Tom	1
399	Ozzy Osbourne	1
400	Sammy Hagar	1
