Id	Label	Size
126	Joey	1
127	Sophie	1
128	Lunchlady Dora	2
129	Veronica Lodge	1
130	Old father	1
131	Lucille Botzcowski	2
132	Dirt First	1
133	Dowager	1
134	Débutante	1
135	Professor Frink	1
136	Chief Wiggum	2
137	Mr. Thai	1
138	Horatio McAllister	1
139	Rich Texan	1
140	Snake Jailbird	2
141	Caleb	1
142	Itchy	3
143	Jake	1
144	Jesse Grass	1
145	Branford Marsalis	1
146	Mayor Quimby	1
147	Principal Skinner	1
148	Reverend Lovejoy	1
149	Sir Widebottom	1
150	Sideshow Mel	5
151	Noid	1
152	Mary Kay	1
153	Funky Winkerbean	1
154	Sheba	1
155	Malibu Stacy actress	1
156	Billy	1
157	Rusty	1
158	Mr. Costington	1
159	Ping-Ping	1
160	Sim-Sim	1
161	Unnamed financial planner	1
162	Sirloin staff	1
163	The Yes Guy	1
164	Lurleen Lumpkin	2
165	Fake Homer	1
166	Number 2	1
167	Number 21	1
168	Number 22	1
169	Number 30	1
170	Jesus Christ	1
171	Number 27	1
172	Number 15	1
173	Number 18	1
174	Number 6	1
175	Officer Scraps	1
176	Number 12	1
177	Hazel	1
178	Michael Jackson	1
179	Karyn	1
180	Hester	1
181	Prudence	1
182	Ralph Wiggum	7
183	Diablo	1
184	Gladys	1
185	Devon Bradley	1
186	Blue-haired lawyer	1
187	Daphne Beaumont	1
188	Mayo Clinic doctor	1
189	Increase	1
190	Yale man	1
191	Questo	1
192	Nibbles	1
193	Brett Favre	1
194	Al	1
195	Jerry	1
196	Blitzen	1
197	Martin Prince, Jr.	3
198	Ringmaster	1
199	Kristi Yamaguchi	1
200	Meganaut	1
201	Princess Tempura	1
202	Ozmodiar	1
203	Dame Edna	1
204	Polly	1
205	Leon Uris	1
206	Poochie	2
207	Scratchy	2
208	McBain	1
209	Female researcher	2
210	Bill Paxton	1
211	Gravey	1
212	Bill Pullman	1
213	Jobriath	1
214	Pharm team male researcher	2
215	Bob Dylan	1
216	Delbert	1
217	Jimi Hendrix	1
218	Sideshow Bob	2
219	The Warden	1
220	Tornado	1
221	Prisoner	1
222	Muriel	1
223	Bruce Vilanch	1
224	Dr. Steve	1
225	Irving Zitsofsky	1
226	Jack Crowley	1
227	Sardonicus	1
228	Eric Reynolds	1
229	Jaffee Ziswhisky	1
230	Adrian	1
231	Steve	1
232	Johnnie Cochran	1
233	Tom Savini	1
234	Gallagher	1
235	Robert Terwilliger	1
236	Becky	3
237	Radioactive Man	1
238	Lewis look-alike	1
239	Buck-toothed boy	1
240	Freddy	1
241	Smug girl	1
242	Boy with shades	2
243	Richard	3
244	Princess Leia	1
245	Richard Nixon	1
246	Nina Skalka	1
247	Yellow Weasel	1
248	She-Hulk	1
249	Lewis Clark	4
250	Martin Prince	2
251	Neil Armstrong	1
252	Wendell Borton	4
253	Matt Groening	1
254	Biclops	1
255	Sophie Jensen	1
256	Stephanie Brockman	1
257	Venus Williams	1
258	Jasper Beardley	1
259	Dingbat Charlie	1
260	Andre Agassi	1
261	Serena Williams	1
262	Pete Sampras	1
263	Funeral home salesman	1
264	Mr. Teeny	2
265	Madame Mimi	1
266	Leo	1
267	Jeremy	1
268	Girl with glasses	1
269	Virgil	1
270	Cienega	1
271	The Flash	1
272	Elvis Presley	1
273	'N Sync	1
274	Lieutenant Smash	1
275	Seth	1
276	KISS	1
277	Adolf Hitler	1
278	Captain & Tennille	1
279	The Beatles	1
280	Mike Farrell	1
281	Henri	1
282	Pete	1
283	Cesar Romero	1
284	Wayne Rogers	1
285	Howard K. Duff VIII	1
286	Mayor of Albuquerque	1
287	Francine Rhenquist	1
288	Janey Powell	1
289	Drederick Tatum	1
290	Sales lady	1
291	Ms. Phipps	1
292	Galileo Galilei	1
293	C. Everett Koop	1
294	Database	1
295	Kitenge	1
296	Joan Bushwell	1
297	Mbali	1
298	Linguo	1
299	Captain Horatio McCallister	1
300	Chester	1
301	The Blue Man Group	1
302	Dr. Nick Riviera	1
303	Uhura	1
304	James T. Kirk	1
305	Spock	1
306	Liza Minnelli	1
307	Catwoman	1
308	Agent 99	1
309	Patches	1
310	Rachel Jordan	1
311	Poor Violet	1
312	Üter Zörker	1
313	George Jetson	1
314	Poonam Nahasapeemapetilon	1
315	Gheet Nahasapeemapetilon	1
316	Nabendu Nahasapeemapetilon	1
317	Pria Nahasapeemapetilon	1
318	Uma Nahasapeemapetilon	1
319	Lugash	1
320	Craig	1
321	Anoop Nahasapeemapetilon	1
322	Sashi Nahasapeemapetilon	1
323	Melissa	1
324	Bill Cosby	1
325	Sandeep Nahasapeemapetilon	1
326	Tom Sawyer	1
327	Rodan	1
328	Mr. Silas	1
329	Connie Appleseed	1
330	Huckleberry Finn	1
331	Babe	1
332	Paul Bunyan	1
333	Singing railroad hobo	1
334	Homer Bufflekill	1
