Id	Label	Size
117	Judi Dench	1
118	Evan Marriott	1
119	Edwina	1
120	Tony Blair	1
121	Madonna	1
122	Abbie	1
123	Mr. O'Bannon	1
124	Dame Edna	1
125	Mr. Bean	1
126	Harry Potter	1
127	J.K. Rowling	1
128	Prince Harry	1
129	Bears	1
130	Moses	1
131	Grant Connor	1
132	Stampy	1
133	Selma Bouvier	12
134	Jamses	1
135	Nelson	1
136	Jeremy	1
137	Jewish Walk of Fame curator	1
138	Unnamed hooker	1
139	Abraham Lincoln	1
140	Barney	1
141	Construction worker	1
142	Chief Wiggum	1
143	Snake	1
144	Mr. T	1
145	Pregnant woman	1
146	Hyman Krustofsky	2
147	Jewish vendor	1
148	Itchy	6
149	Scratchy	6
150	Crazy Cat Lady	2
151	Leo	1
152	Diane	1
153	Moe	1
154	Brandine Del Roy	7
155	Santa Claus	1
156	Jack Marley	4
157	Margaret Cho	1
158	The Rich Texan	3
159	Waylon Smithers	3
160	Evelyn Peters	1
161	Stephanie Brockman	1
162	Gavin	1
163	Charlie	2
164	Singing railroad hobo	1
165	Mr. Teeny	3
166	Hikaru Sulu	1
167	Poonam Nahasapeemapetilon	1
168	Gavin's mother	1
169	Snowball II	2
170	Manjula Nahasapeemapetilon	6
171	Tina Ballerina	1
172	Tiny Tim	1
173	Melvin Van Horne	2
174	Rod Flanders	7
175	Todd Flanders	4
176	Ruth Powers	8
177	James T. Kirk	1
178	Barbara Mandrell	1
179	Cookie Kwan	4
180	Pyro	2
181	Ebenezer Urkel	1
182	Montgomery Scott	1
183	Mrs. Muntz	1
184	Dorothy	1
185	Millicent	1
186	Gerald Samson	1
187	Jaffee	2
188	Squeaky-voiced teen	6
189	Yellow Weasel	1
190	Yes Guy	3
191	Lindsey Naegle	3
192	Adrian	2
193	Martin Prince	3
194	Surly Duff	1
195	Bumblebee Man	4
196	Buck-toothed boy	2
197	Tyler	1
198	Teletubbies	1
199	Señor Ding-Dong	1
200	Tanya	1
201	Buck-toothed girl	2
202	Lewis look-alike	2
203	Zack	1
204	Long haired girl	2
205	Boy with shades	2
206	Roofi	1
207	Chop Screwy	1
208	Dolph Starbeam	4
209	Timothy Lovejoy, Jr.	7
210	Snowball V	2
211	Frank Murray	1
212	Frankie Junior	1
213	Chief Knock-A-Homer	1
214	Snowball III	1
215	Unnamed surfing rabbi	1
216	Jessica Lovejoy	1
217	Cinnamon	1
218	Professor Frink's son	1
219	Killhammad Aieee	1
220	Snowball I	1
221	Coltrane	1
222	Bartaby Barrow	1
223	Esme Delacroix	1
224	Captain Mordecai	1
225	Marvin Monroe	1
226	Temperance Barrow	1
227	Duffman	3
228	Mr. Muntz	1
229	Cyrus Manly	1
230	Jaqueline Bouvier	1
231	Ashley Olsen	1
232	Scott Christian	1
233	Mary-Kate Olsen	1
234	Marty	2
235	Thomas Pynchon	1
236	John F. Kennedy	1
237	Leezakiah Barrow	1
238	Alice Glick	4
239	Tito	1
240	Henry VIII	1
241	Ron Santo	1
242	Germaine	1
243	Randy	1
244	Anne of Cleves	1
245	Sacagawea	1
246	Yugi Muto	1
247	Isabel Sanford	1
248	Paul Lynde	1
249	Nadia ComÄƒneci	1
250	Bunny Foofoo	1
251	Stanley Roper	1
252	Mr. Ed	1
253	Lancelot Link	1
254	Gladys Kravitz	1
255	Eloise	1
256	Melissa	2
257	Michael Ironside	1
258	Helen Reddy	1
259	Sophie Jensen	1
260	Wynton Marsalis	1
261	Robot B-9	1
262	â€ŽHudson Brothers	1
263	Willie Tyler	1
264	Lester	1
265	Girl with glasses	2
266	Young boy	1
267	Ravencrow Neversmiles	1
268	Philippa Wickerbottom	1
269	Phonic Frog	1
270	Phonics Frog	1
271	Mr. Bergstrom	1
272	Nahasapeemapetilon octuplets	2
273	Bleeding Gums Murphy	1
274	Katie Couric	1
275	Albert Einstein	1
276	Julius Hibbert's daughter	2
277	Henry	1
278	Morningwood guard	1
279	Professor Lombardo	1
280	M.C. Birthday	1
281	Artie Ziff	1
282	Aristotle Amadopolis	1
283	Baby Button-Eyes	1
284	Johnny Shakes	1
285	Llewellyn Sinclair	1
286	Jay Sherman	1
287	Galactic senator	1
288	AT-AT	1
289	Princess Agoomba	1
290	Yoda parody	1
291	Randall Curtis	1
292	Martha Quimby	2
293	Jim-Jam Bonks	1
294	Jason	1
295	Ellen Burstyn	1
296	Kyle	1
297	Jim Broadbent	1
298	Brave Combo	1
299	Lord Kraylac	1
300	Snow White	1
301	Yale man	1
302	Mervin Monroe	1
303	Stan Laurel	1
304	Oliver Hardy	1
305	Moonhilda	1
306	The Warden	1
307	Constance Harm	1
308	Cletus	1
309	Martin Luther King	1
310	Bear	1
311	Gina Vendetti	1
312	Mayor Quimby's niece	1
313	Philip J. Fry	1
314	Darth Vader	1
315	Jacqueline Kennedy Onassis	2
316	The Larry Davis Experience	1
317	Bender Rodríguez	1
318	Boba Fett	1
319	Matt Groening	1
320	Catwoman	1
321	Tyrone Simpson	1
322	Raoul	1
323	Sherlock Holmes	1
324	Eeymore	1
325	Farmer Billy	1
326	Girl scout	1
327	Pie Man	1
328	Mayor Quimby's body guards	1
329	Elvis Presley	1
330	Nichelle Nichols	1
331	William Shatner	1
332	Dalai Lama	1
333	Bachelorette	1
334	Barbra Streisand	1
335	Jebediah Springfield	1
336	Richie Rich	1
337	Supergirl	1
338	Promiscuous Idiots Island producer	1
339	Cupcake Kid	1
340	Patches	1
341	Poor Violet	1
342	The Green Listener	1
343	Rich Texan	1
344	Country singer	1
345	Jesus Christ	1
346	Sherri and Terri's cousin	1
347	Kool-Aid Man	1
348	Funkadelic	1
349	Captain Quisp	1
350	Gilbert O'Sullivan	1
351	Parliament	1
352	Leslie Uggams	1
353	Bobby Goldsboro	1
354	Terry Jacks	1
355	Larry	1
356	Jeremy Freedman	1
357	Bill Clinton	1
358	Helen Feesh	1
359	Allison Taylor	1
360	Dixie Chicks	1
361	Troy McClure	1
362	Dave Shutton	1
363	Nash Castor	1
364	Joe Quimby's body guards	1
365	Doris Freedman	1
366	Ugolin	1
367	Cesar	1
368	Buttermilk	1
369	Jimmy the Scumbag	1
370	Jacqueline Bouvier	1
371	Elmo	1
372	League of Evil	1
373	Honeysuckle	1
374	Bill	1
375	Booberella	1
376	Dewdrop	1
