Id	Label	Size
211	Buck-toothed boy	7
212	Mr. Borton	2
213	Becky	8
214	Daniel Day-Lewis	1
215	Llewellyn Sinclair	1
216	Horst	1
217	Martin Prince, Jr.	3
218	Myra	1
219	June Foray	1
220	Coach Krupt	7
221	Girl with glasses	7
222	Skydiving instructor	1
223	Pope Francis	1
224	Frankenstein	1
225	Mrs. Clark	3
226	Eduardo Barcelona	1
227	Girl with a headband	6
228	Hubert Wong	4
229	Timothy Lovejoy, Jr.	8
230	Wendell Borton	14
231	Rocky the Flying Squirrel	1
232	Fire victim	1
233	Jaffee	7
234	Mr. Zörker	1
235	Mr. Clark	3
236	Fireman	1
237	Stampy	1
238	Gretchen	1
239	Blue-haired lawyer	4
240	Disco Stu	6
241	Mrs. John Madden	1
242	Squeaky-voiced teen	8
243	Homer, Jr.	1
244	Charlie	5
245	Bill	1
246	Jesus Christ	2
247	Samuel Gompers	1
248	Marty	1
249	Chase	1
250	The Atomettes	1
251	Isabel Gutierrez	2
252	Mike Singletary	1
253	Reppy the Reptile	1
254	Mr. Bergstrom	1
255	John Kerry	1
256	Victoria Jackson	1
257	Database	7
258	Anderson Cooper	1
259	Julius Hibbert's son	5
260	Count Dracula	1
261	Waylon Smithers, Jr.	9
262	Julius Hibbert's daughter	3
263	Harry Nilsson	1
264	Bleeding Gums Murphy	2
265	Birch Barlow	1
266	Booker T. Report	2
267	Tatiana Korolenko	1
268	Caroline Quimby	1
269	Ron Rabinowitz	1
270	Jaffee Ziswhisky	4
271	Victor Sangria	1
272	Michael D'Amico	2
273	Allison Taylor	8
274	Ernier Hapablap	1
275	Boy with shades	5
276	John Jacob Jingleheimer Chun	1
277	Scabies Spuckler	1
278	Cosine Tangent	2
279	Bort Sampson	1
280	Jake	1
281	Sniffles Spuckler	1
282	Itchem	1
283	Jamaican Krusty	1
284	Jaundice Spuckler	1
285	Claude Monet	1
286	Barack Obama	2
287	E-mail	2
288	Scratchem	1
289	Duranferny Shabazz	1
290	Adolf Hitler	1
291	Dr. Brentano	3
292	Lunchlady Dora	5
293	Herod the Great	1
294	Kanye West	1
295	Petrovichnyamilelenkossarian	1
296	Boy with bangs	5
297	Duffman	5
298	Spock	1
299	Elvis Presley	1
300	Bing Crosby	1
301	Snooki	1
302	Gloria	1
303	Kim Kardashian	1
304	1932 All American Football Team	1
305	"Weird Al" Yankovic	1
306	Nasreen	1
307	Devil	2
308	King Winter	1
309	Ebenezer Scrooge	1
310	Dr. Zweig	1
311	Gus van Sants	1
312	Snowball V	1
313	Gottfrid	1
314	Rob Halford	1
315	Leslie Mann	1
316	Paul Rudd	1
317	Elon Musk	1
318	Channing Tatum	1
319	Brunella Pommelhorst	2
320	Judas Priest	1
321	The Collider	1
322	Emily Beth	1
323	Albert Einstein	1
324	Prison inmate	1
325	Radioactive Man	2
326	Seth Rogen	1
327	Melvin Van Horne	3
328	Kearney Zzyzwicz, Jr.	1
329	Deputy Director Gratman	1
330	Judd Apatow	1
331	Stan Lee	1
332	Fallout Boy	1
333	Francine Rhenquist	1
334	Kumiko Nakamura	2
335	Black Widow	1
336	Strawberry	1
337	Old King Coal	1
338	Gerald Samson	2
339	Everyman	1
340	Petroleus Rex	1
341	Harlan Ellison	1
342	Citizen Solar	1
343	Queen Elizabeth II	1
344	Miss Springfield	1
345	The Fracker	1
346	Yutaka Nakamura	1
347	Joss Whedon	1
348	Michiko Nakamura	1
349	Multi-eyed squirrel	1
350	Wind Lad	1
351	Mr. Taylor	1
352	Scarlett Johansson	1
353	Milo	1
354	Charcoal Briquette	1
355	Poochie	2
356	The Fossil Fuel Four	1
357	Dr. Carlock	1
358	Denny	1
359	Wanda	1
360	Shauna	2
361	Allah	1
362	God	2
363	Diggs	1
364	Sumadi	1
365	Herb	1
366	Journey	1
367	Reverend Kartawijaya	1
368	Duncan Hines	1
369	Lewis look-alike	4
370	Gerard Manley Hopkins	1
371	Diogenes	1
372	Freedom	1
373	Jenny McCarthy	1
374	Pharm team male researcher	1
375	Joseph Monsarno	1
376	Maude Flanders	1
377	Tanya	2
378	Yellow weasel	2
379	Black weasel	3
380	Ham	1
381	Alexander Calder	1
382	Sideshow Bob	1
383	Constance Harm	2
384	Astrid Weller	1
385	Bully summit announcer	1
386	Snoozy Duff	1
387	Uncle Bill	1
388	Unnamed bully	1
389	The Blinky Sneaks	1
390	Mildred	1
391	Shrek	1
392	SAT Preppers	1
393	Chester	1
394	The Scary Potters	1
395	Hibbert's dad	1
396	The Baseball Furries	1
397	Üter Zörker	2
398	Krusty's Kids	1
399	The Purple Nurples	1
400	Northern Irish Leprechaun	1
401	Johan Oldenveldt	1
402	Mason Fairbanks	1
403	Klaus Ziegler	1
404	Howard K. Duff VII	1
405	Dawn	1
406	Leprechaun	1
407	Marisol Espinoza	1
408	Snake Jailbird	4
409	Mrs. Vanderbilt	1
410	Pokey	1
411	TweenLit Inc. publisher	1
412	Arthur Fortune	1
413	Ronaldo	1
414	Xoxchitla	1
415	Plopper	1
416	Andrés Cantor	1
417	Marie Curie	1
418	Brad Goodman	1
419	Bold son	1
420	Snowabll II	1
421	Samba school teacher	1
422	Flamenco Flamingo	1
423	Mrs. Mackleberry	2
424	Fernando	1
425	Mr. Mackleberry	2
426	El Divo	1
427	Jackie Robinson	1
428	Jeremy Turley	2
429	Lucas	1
430	Moving On woman	1
431	C.H.U.M.	2
432	Jerry	1
433	Kirk Simpson	1
434	Julio	1
435	Cremo Bot	1
436	Jenda	1
437	Zia Simpson	1
438	Insane Clown Polly	1
439	Zombies	1
440	Picard Simpson	1
441	Empress Zimzam	1
442	Ms. Dubinsky	1
443	Evelyn Trunch	1
444	The Aristocrat's bartender	1
445	Mr. Johnson	1
446	Nina Skalka	2
447	Voodoo queen	1
448	Audrey McConnell	1
449	Pregnant wife's husband	1
450	Dora Freedman	1
451	Princess Kashmir	1
452	Mayo Clinic doctor	1
453	Rupert Murdoch	1
454	Shauna Chalmers	2
455	Pregnant wife	1
456	Captain McCallister	1
457	Wyldstyle	1
458	Joshuel	1
459	Radioactive Fig	1
460	Thayson	1
461	Emmet Brickowski	1
462	Keendah Wildwill	1
463	Spider-Man	1
464	Tumi	1
465	Gus Huebner	1
466	Peter Sagal	1
467	Wallis	1
468	Barbara Van Horne	1
469	Topiary Wars judge	1
470	Booth Wilkes-John	1
471	Ear Poison	1
472	Carl Kasell	1
473	Prince George of Cambridge	1
474	Andrew Jackson	1
475	Topiary Wars presenter	1
476	Cathy	1
477	Mona Simpson	1
478	Buck Mitchell	1
479	Edwin Moses	1
480	Deion Overstreet	1
481	Giuseppe Granfinali	1
482	Fire Eater	1
483	Juggler	1
484	Brittany Brockman	1
485	Fung Pang-Li	1
486	Fiddler	1
487	Tripod Spuckler	1
488	Barrow Spuckler	1
489	Cosine	1
490	Macaroni	1
491	Muk Mu	1
492	Wheel Spuckler	1
