Id	Label	Size
266	Corduroy	1
267	T-Rex	1
268	Waylon Smithers	4
269	Milo	1
270	Becky	1
271	Timothy Lovejoy	3
272	Aziz	1
273	Chuey	1
274	Blinky	2
275	Mona Simpson	1
276	Marty	4
277	Hendrix/Bongo	1
278	Mrs. Cheddarworth	1
279	Conan O'Brien	1
280	Iggy Wiggum	1
281	Isotoad	1
282	Yellow weasel	3
283	Miss Viola	1
284	Jasper Beardly	6
285	Ralph Abernathy	1
286	Santa Claus	2
287	Bill	1
288	Waylon Smithers, Sr.	1
289	The Rich Texan	3
290	Zombie father	1
291	Zombies	1
292	Rudolph the Red-Nosed Reindeer	1
293	Lieutenant Smash	1
294	Zombie child	1
295	Shauna Chalmers	1
296	Eugene Blatz	1
297	Jeremy Freedman	3
298	Joe Quimby's body guards	1
299	Coach Krupt	2
300	Ice Bishop of Beverly Hills	1
301	Lloyd	1
302	Tom Skerritt	1
303	Frink's Robot Dog	1
304	Hans Moleman's family	1
305	Abraham Lincoln	1
306	Pete Freedman	1
307	Martin Prince	6
308	Chuck	1
309	Springfield Elementary School low-profile student	1
310	Black weasel	1
311	Department of Standardized Testing proctor	1
312	Sea captain	1
313	Allison Taylor	3
314	George Washington	2
315	Ron Popeil	1
316	Huell Howser	1
317	Raymondo	1
318	William Devane	1
319	Smug girl	2
320	Buck-toothed girl	1
321	Adrian	2
322	Popeye	1
323	Bird owner	1
324	Lard Lad	1
325	Mav	1
326	Plopper	1
327	Herbert Powell	1
328	Cool grandfather	1
329	Portia	1
330	Keith	1
331	Julio	2
332	Hardware store glass cutter	1
333	Ling Bouvier	2
334	Mid-Atlantic woman	1
335	Jacqueline Bouvier	1
336	The Jackson 5	1
337	Grizzly Shaun	1
338	Melvis Spuckler	2
339	Brazilian record producer	1
340	Robert Caro	1
341	Beethoven	1
342	Elderly woman	1
343	Marvin the Martian	1
344	Pot-smoking husband	1
345	Alfred Hitchcock	1
346	Joe	1
347	Barry the Satellite TV Guy	1
348	Wolverine	1
349	Devon Peacock	1
350	Eliza Commonbottom	1
351	Clint Eastwood	1
352	Winston Churchill	1
353	Brazilian record producer's son	1
354	Sherlock Holmes	1
355	Queen Elizabeth II	1
356	International Harvester Spuckler	1
357	Birthday Spuckler	1
358	Recorder	1
359	French-Canadian mountain man	1
360	The Hulk	1
361	Gummy Sue Spuckler	1
362	Adele	1
363	Shauna	2
364	Bruce Springsteen	1
365	Lyndon B. Johnson	1
366	Incest Spuckler	1
367	Prime Minister of the UK	1
368	Garbage-eating husband	1
369	Hillbilly Talent Contest host	1
370	Mr. Jones	1
371	Mr. Met	1
372	Marilyn Monroe	1
373	Steven Van Zandt	1
374	Yoda	1
375	"Just stamp the ticket" man	2
376	Severus Snape	1
377	Max Weinberg	1
378	Kevin James	1
379	Lazy Parent Educational Videos, Inc. CEO	1
380	Children's reader	1
381	Thieving bear chopper hunter	1
382	Hand-fisher	1
383	Grandpa Van Houten	1
384	Donald Trump	1
385	Willem Dafoe	1
386	Milli Vanilli	1
387	Lithuanian Center employee	1
388	Snake owner	1
389	Puppy Goo-Goo	1
390	Springfield Mall security guard	1
391	Krusty the Clown fan	1
392	Moe Szyslak's mother	1
393	MEN	1
394	Waldo	1
395	Terrence Malick	1
396	Condo salesperson	1
397	Bus Depot employee	1
398	Lord Voldemort	1
399	Joseph Stalin	1
400	CJ	1
401	The Joker	1
402	John McEnroe	1
403	Olaf Johannsen	1
404	Simon Legree	1
405	Skeletor	1
406	Baby Face Palooka	1
407	Los Souvenir Jacquitos	1
408	Half-Mast	1
409	C.H.U.M.	1
410	Darth Vader	1
411	Megatron	1
412	Stampy	1
413	Iago	1
414	Mrs. Business	1
415	Jack Marley	2
416	Captain Flag	1
417	The Young Gun	1
418	Donkey Kong	1
419	Ralph Nader	1
420	Stanlerina	1
421	Eric Cartman	1
422	The Enigma	1
423	The Big Spender	1
424	Eleanor Roosevelt	1
425	William Dawes	1
426	Jesus Christ	2
427	Mona Flanders	1
428	Ms. Cantwell	1
429	Hubert Wong	1
430	Superman	1
431	Nedward Flanders, Sr.	2
432	Devil	1
433	Dick Testiclees	1
434	Richard Dawkins	1
435	Franklin D. Roosevelt	1
436	Doris Freedman	1
437	Lugash	1
438	The Abominable Dr. Lenny	1
439	Fruit Bat Man	1
440	Brittany Brockman	1
441	The Rambler	1
442	Gloria	1
443	Mr. Muntz	1
444	The Mulk	1
445	Gerald Samson	1
446	Nick Fury	1
447	Hot Flash	1
448	Sherri and Terri's mother	3
449	The Dependables	1
450	Stacy Lovell	1
451	Alice Glick	1
452	Brad Goodman	2
453	The Thung	1
454	Clifford Burns	1
455	Janet Reno	1
456	Hollis Hurlbut	1
457	Martha Quimby	2
458	Early Bird	1
459	Don Brodka	1
460	Birch Barlow	1
461	Audrey McConnell	2
462	Doug	1
463	Annette	1
464	Female researcher	1
465	Mindy Simmons	1
466	Matt Groening	1
467	Iron Lung	1
468	Dr. Brentano	2
469	Scott Christian	1
470	Statue of Jebediah Springfield	1
471	Benjamin	1
472	Sherri and Terri's father	3
473	School counselor	1
474	Sushi chef	1
475	Bear	1
476	Elijah Hooper	1
477	Mr. Clark	1
478	Kermit	1
479	Gary	1
480	Brunella Pommelhorst	1
481	Ms. Albright	1
482	Jim Henson	1
483	Mrs. Clark	1
484	Corporal Punishment	1
485	Capital City Goofball	1
486	Fatneck Sisters	1
487	Princess Diana	1
488	Grabass Walker	1
489	Boston Cream Basie	1
490	Sonny Rollins	1
491	Mohandas Karamchand Gandhi	1
492	Latina Granny	1
493	Gavin's mother	1
494	Tupac Shakur	1
495	Birthmark Billy Jackson	1
496	Jellyroll Jones	1
497	Nascar Dad	1
498	Ham	1
499	Jonathan Frink, Sr.	1
500	Slava	1
501	Patrick Stewart	1
502	Cosine	1
503	Chazz Busby	1
504	Myra	1
505	Zeyna	1
506	Jóhanna Sigurðardóttir	1
507	Lewis Jackson	1
508	Silly Squirrel	1
509	Ninja from the Black Lagoon	1
510	Taekwon Dracula	1
511	Carl Carlson, Sr.	1
512	Judo Mummy	1
513	Kung Fu Werewolf	1
514	Mixed Martial Medusa	1
515	Planet Jackson	1
516	Sigrin Siguðardóttir	1
517	Blaise Pascal	1
518	Krav-Ma Golem	1
519	Sigur Rós	1
520	Bjork	1
521	Blob Jitsu	1
522	Franken Samurai	1
523	Polly	1
524	Surly Duff	1
525	Ben	1
526	Co-worker	1
527	Ramona	1
