Id	Label	Size
141	Bigfoot's capturer	1
142	Female scientist	1
143	Filmmaker	1
144	Camping man	1
145	Cap guy	1
146	Cowboy Bob	1
147	Female interviewer	2
148	News reporter	2
149	English scientist	1
150	French scientist	1
151	Bear	1
152	Bigfoot boy	1
153	Phil's aide	1
154	Phil	1
155	Rod Flanders	1
156	Park ranger	1
157	Camping woman	1
158	Kearney Zzyzwicz	1
159	Dolph Starbeam	1
160	Ms. Albright	1
161	Kent Brockman	2
162	Pepper	1
163	Lucille Botzcowski	2
164	Apu Nahasapeemapetilon	3
165	Timothy Lovejoy, Jr.	3
166	Space Mutants	2
167	Jimbo Jones	1
168	Mr. Dandy	1
169	Sideshow Bob	2
170	Theater guy	1
171	Mall Cop	1
172	Helen Lovejoy	1
173	Bowl-O-Rama Clerk	1
174	Charlie	2
175	Sirloin Staff	1
176	Jacques	1
177	Springfield Nuclear Power Plant Worker with Hard Hat	1
178	Connie Chung	1
179	Carl Carlson	1
180	Girlesque worker	1
181	Rev. Lovejoy's Aide	1
182	Girls, Girls, Girls worker	1
183	Adrian	3
184	Al Simmons	1
185	Princess Kashmir	1
186	Florence of Arabia worker	1
187	Female Mail Carrier	1
188	Rusty Barnacle waiter	1
189	Burlesque guy	1
190	Mike	1
191	Mr. Fisk	1
192	"Hey hey" guy	1
193	Eugene Fisk	1
194	Sapphire Lounge Guy	1
195	Moon Guy	1
196	"Doo-de-doo" boy	1
197	Foxy Boxing Guy	1
198	Gulliver Dark	1
199	Suzie's Dad	1
200	Suzie	1
201	Agnes Skinner	1
202	Maurice	1
203	Bart Junior	1
204	Mrs. Hoxha	1
205	SWAT Negotiator	1
206	Communist General	1
207	Flight attendant	1
208	SWAT Agent	1
209	Ugolín	1
210	Mr. Hoxha	1
211	Police Officer	2
212	Adil Hoxha	1
213	American spy	1
214	Cesar	1
215	Police officer 1	1
216	District attorney	1
217	Database	1
218	Brittany Brockman	1
219	Brittany	1
220	Hobo Hank	1
221	Krusty's lawyer	1
222	Bob's aide	1
223	Scott Christian	1
224	Roy Snyder	1
225	Yendor	1
226	America's Most Armed and Dangerous presenter	1
227	Monroe, Marvin	1
228	KBBL receptionist	1
229	Larry Davis	1
230	Cheery	1
231	Power Plant employee	1
232	Howard, Sr.	1
233	Curious Bear Cub	1
234	Maitre D'	1
235	Happy Green Idiots	1
236	Arnie Pye	1
237	Captain Cook	1
238	Doofy	1
239	Babysitting receptionist	1
