Id	Label	Size
233	TweenLit Inc. publisher	1
234	Uma Nahasapeemapetilon	2
235	Nabendu Nahasapeemapetilon	2
236	Rufus	1
237	Male Golem	1
238	Gheet Nahasapeemapetilon	2
239	Ruth Powers	7
240	Party guest	1
241	Dotty	1
242	Mr. Teeny	4
243	Blue-haired lawyer	8
244	"Weird Al" Yankovic	1
245	Ron Howard	1
246	Nuclear regulator	1
247	Robert Marlow	1
248	Lurleen Lumpkin	1
249	Bleeding Gums Murphy	2
250	Jonathan Frink	10
251	Squeaky-voiced teen	9
252	Marty	1
253	Scott Christian	1
254	Gil Gunderson	9
255	Roger Meyers, Jr.	2
256	Drederick Tatum	3
257	Lindsey Naegle	6
258	Disco Stu	7
259	The Krusty the Clown Show merchandising executives	1
260	Jack Marley	3
261	Bumblebee Man	4
262	Louie	3
263	Superintendent Chalmers	1
264	Richard Gere	1
265	Johnny Tightlips	2
266	Fat Tony	4
267	Cookie Kwan	7
268	Crappy the Clunk	1
269	Betty White	1
270	The Rich Texan	5
271	Duffman	2
272	Little Krusty	1
273	Eunice Flanagan	1
274	Dancing chimp	1
275	Donald Duck	1
276	Sex Over Sixty director	1
277	Springfield University student	1
278	Moe Howard	1
279	Ron Rabinowitz	1
280	Tick-Tock the Clock	1
281	Annie Dubinsky	1
282	Princess Kashmir	1
283	Larry Fine	1
284	Curly Howard	1
285	Kevin Dillon	1
286	Adolf Hitler	1
287	McGarnigale	1
288	Ronald McDonald	1
289	Janeane Garofalo	1
290	Fatso Flanagan	1
291	Medbot	1
292	Empress Zimzam	1
293	Kitenge	1
294	Martians	1
295	Andy	1
296	Capital City Goofball	1
297	Guinness brewer	1
298	Lovebots	1
299	Ugolin	1
300	Flight attendant	1
301	Frank Grimes, Jr.	1
302	Jenda	1
303	Sumo wrestler	1
304	Nahasapeemapetilon octuplets' octuplets	1
305	Jakob	1
306	Living tree	1
307	Maggie's daughter	1
308	Zia Simpson	1
309	Marcia Princess	1
310	Picard Simpson	1
311	Kirk Simpson	1
312	Nash Castor	1
313	Springfield Airport security guard 1	1
314	Chris Christie	1
315	Ted Nugent	1
316	Air Springfield flight attendant 1	1
317	Adriatica Vel Johnson	1
318	Foreign man	1
319	Springfield Airport security guard 3	1
320	Air Springfield pilot	1
321	Cathy	1
322	Count Dracula	1
323	Springfield Airport security guard 2	1
324	Steve	1
325	Air marshal	1
326	Air Springfield flight attendant 2	1
327	Steve Jobs	1
328	Chuck	2
329	Shauna	2
330	Brunella Pommelhorst	1
331	Brittany Brockman	2
332	Becky	2
333	McBain	1
334	Yellow weasel	2
335	Mindy Simmons	1
336	Herman Hermann	2
337	Snowball II	2
338	Jeeves	1
339	Allison Taylor	4
340	Cosine	3
341	Mr. Muntz	1
342	Report Card	2
343	Malcolm Gladwell	1
344	Roy Snyder	2
345	Tyler Winklevoss	1
346	Angry driver	1
347	Stacy Lovell	1
348	Martha Quimby	1
349	Senator Mendoza	1
350	Jessica Lovejoy	3
351	Wanda	1
352	Sofia Coppola	1
353	Cameron Winklevoss	1
354	Duke de Springfield	1
355	Viking art thief	1
356	Margareet	1
357	Lionel Richie	1
358	Michelangelo	1
359	Mexican Duffman	1
360	Persian king	1
361	Moe Szyslak's bar rag	1
362	Yeti	1
363	Margareet's son	1
364	Margareet's daughter	1
365	Margareet's husband	1
366	Persian storyteller	1
367	Mrs. MacDougal	1
368	Mr. MacDougal	1
369	E-mail	2
370	Thisbe	1
371	Miss Wyoming's boyfriend	1
372	Pyramus	1
373	El Puerco	1
374	Sophie Jensen	2
375	Luigi Risotto	5
376	Hadley Richardson	1
377	Jesus Christ	2
378	Eleanor Mackie	1
379	Pauline Pfeiffer	1
380	Nick	1
381	Adam Savage	1
382	Ham	2
383	Jamie Hyneman	1
384	"Just stamp the ticket" man	2
385	Legs	3
386	Ms. Albright	2
387	Sanjay Nahasapeemapetilon	2
388	Frankie the Squealer	1
389	Maureen Dowd	1
390	Julian Assange	1
391	Mayor Quimby's body guards	1
392	Bluella	1
393	Shepard Fairey	1
394	Marge Simpson's rabbit	1
395	Kyoto	1
396	Robbie Conal	1
397	Leo	1
398	Cecil Hampstead	1
399	Ron English	1
400	Kako	1
401	Kenny Scharf	1
402	Astrid Weller	1
403	Paula Paul	1
404	Robin Williams	1
405	Chandler Bing	1
406	Female researcher	1
407	Male researcher	1
408	Normal Stu	1
409	Khloé Kardashian	1
410	Mitch Miller	1
411	Mona Simpson	1
412	Mayo Clinic doctor	1
413	B. F. Sherwood	1
414	John Travolta	1
415	Female Power Plant employee	1
416	Lamar Odom	1
417	Zutroy	1
418	Keggy	1
419	Death	1
420	Tina Fey	1
421	A9000 Robots	1
422	Lang-Soo	1
423	Radiated Springfield Nuclear Power Plant employee	1
424	Hobo	1
425	Train engineer	1
426	Colonel Darkwater	1
427	Alaska Nebraska	1
428	Jennifer Aniston	1
429	Philip Fry	1
430	Leela	1
431	Springfield Mall security guard	1
432	Swimming pool lifeguard	1
433	Radioactive Man	1
434	Drill sergeant	1
435	Sport Palais employee	1
436	Zelda	1
437	Mila Kunis	1
438	John Maxtone-Graham	1
439	Professor X	1
440	Dave	1
441	Jack Black	1
442	Joey Skazazone	1
443	Rem Koolhaas	1
444	William Sullivan	1
445	Cregg Demon	1
446	Treat Williams	1
447	Gary Ocean and the Motion	1
448	Magneto	1
449	Captain Salbart	1
450	Rowan Priddis	1
451	Ming the Merciless	1
452	Ling Bouvier	1
453	Blue-eyed woman	1
454	Long haired girl	1
455	Clippy	1
456	Blue-eyed man	1
457	Mr. Potato Head	1
458	Declan Desmond	1
459	Cleatus the Football Robot	1
460	Buck-toothed girl	2
461	Russian general's mistress	1
462	Huffenpuffilus	1
463	Billy	1
464	Russian general	1
465	E.T.	1
466	Buck-toothed boy	2
467	Stradivarius Cain	1
468	Audrey McConnell	1
469	Pontius Pilate	1
470	Nedward Flanders, Sr.	1
471	Sleazy Sam	1
472	Mona Flanders	1
473	Very tall man	1
474	Homer	1
475	Chazz Busby	1
476	Jebediah Springfield	1
477	Grady	1
478	Airport security official	1
479	Chicagoan man	1
480	Stylist	1
481	Pa	1
482	Truth Teller	1
483	Girl with a headband	1
484	Jennifer Lopez	1
485	Spuckler children	1
486	Lady Gaga Express conductor	1
487	Julio	1
488	Mother	1
489	Pope	1
490	Nahasapeemapetilon octuplets	1
491	Hillary Clinton	1
492	Lady Gaga	1
493	Jerry	1
494	Boy with bangs	1
495	Lady Gaga's accountant	1
