Id	Label	Size
104	Birch Barlow	1
105	Jughead Jones	1
106	Larry King	1
107	The Rich Texan	2
108	Kent Brockman	9
109	Kindergarten teacher	1
110	Blue-haired lawyer	1
111	Menthol Moose	1
112	Kirk Van Houten	7
113	Edgar Neubauer	1
114	Kang	1
115	Lunchlady Dora	5
116	Groundskeeper Willie	10
117	Kodos	1
118	Mr. Muntz	1
119	Sunday school hamster	1
120	Martha Prince	2
121	Jessica Lovejoy	1
122	Helen Lovejoy	4
123	Ms. Albright	1
124	Lewis look-alike	1
125	Ronald Reagan	1
126	Mister Honeybunny	1
127	Mayor Quimby's body guards	1
128	Springfield Elementary School sports coach	1
129	Girl with glasses	1
130	Martin Prince	2
131	Buck-toothed girl	1
132	Jonathan Frink	7
133	Sanjay Nahasapeemapetilon	2
134	Channel 6 News weatherman	1
135	Volleyball coach	1
136	Buck-toothed boy	1
137	Adrian	2
138	Mothra	1
139	Boy with shades	1
140	Bleeding Gums Murphy	3
141	Jaffee	2
142	Penny-farthing bicycle man	1
143	Sebastian	1
144	Godfrey Jones	1
145	Ashley Grant	1
146	Ben	1
147	Mona Simpson	1
148	Comic Book Guy	3
149	Troy McClure	3
150	Herman Hermann	4
151	Al Gore	1
152	Robot B-9	1
153	Dr. Smith	1
154	Norm Peterson	1
155	Sam Malone	1
156	Carla Tortelli	1
157	Alvarine Gurney	1
158	Guy Incognito	1
159	Cliff Clavin	1
160	Clancy Bouvier	1
161	Michael Nesmith	1
162	Dr. Zweig	1
163	The Monkees	1
164	Mr. T	1
165	Number 51	1
166	Martin Prince, Sr.	2
167	George H. W. Bush	1
168	Plumber	1
169	Arnie Pye	2
170	Leopold	3
171	Sideshow Mel	4
172	Billy	1
173	Egg Council Guy	1
174	Number One	1
175	Scott Christian	2
176	Joey	2
177	Steve Guttenberg	1
178	Homer Glumplich	1
179	Orville Redenbacher	1
180	Jack Nicholson	1
181	Knightboat	1
182	Michael	1
183	Snowball I	1
184	Al Gumble	1
185	Tanya	1
186	Ping Warner	1
187	District attorney	1
188	Cosine	1
189	Report Card	1
190	Elizabeth Jacobs	1
191	J. Loren Pyror	1
192	Waldo	1
193	Database	4
194	E-mail	1
195	Nick Riviera	2
196	Ham	1
197	Craig Feeney	1
198	The Krusty Burglar	1
199	Luigi Risotto	1
200	Kenny G	1
201	Rich Texan	1
202	Louie	1
203	Estonian dwarf	1
204	Fat Tony	1
205	Steve Martin	1
206	Bill	1
207	Tom Bosley	1
208	Don Vittorio DiMaggio	1
209	Dick Cavett	1
210	Legs	1
211	Chachi	1
212	Harlem Globetrotters	1
213	Rafael	1
214	Charlie	1
215	Benedict Arnold	1
216	Johnny Unitas	1
217	Angelique	1
218	Washington Generals	1
219	Australian security guard (2)	1
220	Australian bartender	1
221	Gus	1
222	Presidente's translator	1
223	Fidel Castro	1
224	Australian man	1
225	Bruno Drundridge	1
226	South Pole Research Station employee (1)	1
227	Australian parliament member (2)	1
228	US marine	1
229	Nazi man	1
230	Presidente	1
231	Tobias Drundridge	1
232	Australian barfly	1
233	Australian parliament member (1)	1
234	Bart Junior	1
235	Evan Conover	1
236	Andy	1
237	Avril Ward	1
238	Vishnu	1
239	South O' the Equator Gift Shoppe owner	1
240	First Prime Minister of Australia	1
241	Australian security guard (1)	1
242	Crocodile Dundee	1
243	South Pole Research Station employee (2)	1
244	Helicopter pilot	1
245	Squeaky-voiced Australian teen	1
246	Adolf Hitler	2
247	The Jerry Springer Show audience member	1
248	Sophie Jensen	1
249	Mikhail Baryshnikov	1
250	DMV manageress	1
251	Mel Brooks	1
252	Ballet teacher	1
253	Bumblebee Man	1
254	Señor Spielbergo	1
255	Charlton Heston	1
256	Oskar Schindler	1
257	Old father	1
258	William Shatner	1
259	Mervin Monroe	1
260	Judah Ben-Hur	1
261	Elliot	1
262	Leonard Maltin	1
263	Anthony Hopkins	1
264	Jeff Westbrook	1
265	Steven Spielberg	1
266	Charles Bronson	1
267	Jay Sherman	1
268	Rex Reed	1
269	The Rappin' Rabbis	1
270	George C. Scott	1
271	McBain	1
272	Mrs. Dracula	1
273	Grandson of Sam	1
274	Cowardly Lion	1
275	Martha Hitler	1
276	Uncle Eldred	1
277	Fritz	1
278	Infamous Amos	1
279	Hugh Parkfield	1
280	Nelson Muntz, Jr.	1
281	Mrs. Parkfield	1
282	Dr. Brad Pitt	1
283	Baldwin brothers	1
284	Scarecrow	1
285	Buddy Hackett	1
286	Tin Man	1
287	Mr. Parkfield	1
288	David Brenner	1
289	Lassie	1
290	Little Monty	1
291	Mrs. Potts	1
292	Bob Barker	1
293	Sarah Wiggum	4
294	She's The Fastest	1
295	Benji	1
296	Always Comes in Second	1
297	Snoop Doggy Doggâ€Ž	1
298	Greyhound puppies	1
299	I'm Number Three	1
300	Rory Calhoun	1
301	Civil War reenactor	1
302	Ms. Phipps	1
303	PTA member	1
304	First Bank of Springfield employee	1
305	Gabe Kaplan	1
306	Gary Chalmers	3
307	Black teacher	1
308	Fort Springfield tour guide	1
309	Fred	1
310	Milhouse's tutor	1
311	Ticket lady	1
312	Principal Valiant	1
313	Brunella Pommelhorst	2
314	Supporting guy	2
315	Kindergarten student	1
316	Steve Allen	1
317	Howard	1
318	Robert Chaporo	1
319	Lumpy	1
320	James Earl Jones	1
321	Bill Cosby	1
322	Mufasa	1
323	Darth Vader	1
324	Albert Dershman	1
325	Ms. No Means No	1
326	Blind Willie Witherspoon	1
327	Earhart	1
328	Benevenstanciano	1
329	Gloria Vanderbilt	1
330	Jerhico	1
331	Van Zuylen	1
332	McGriff the Crime Dog	1
333	Ward	1
334	Calvin Klein	1
335	Keneally	1
336	Fitz	1
337	Garcia	1
338	Speed-E-Mart owner	1
339	Joe	1
340	Shelby	1
341	Shelbyville Elementary groundskeeper	1
342	Shelby's father	1
343	Milhouse	1
344	Jebediah Springfield	1
345	Shelbyville Manhattan	1
346	Veterinarian	1
347	Mrs. Norton	1
348	Faith Crowley	1
349	Jack Marley	1
350	Jasper Beardley	1
351	Superdude	1
352	Harlan Dondelinger	1
353	Old Jewish Man	1
354	Willie's father	1
355	Bob Arnold	1
356	Princess Kashmir	1
357	Tito Puente	1
358	Guillermo	1
359	Karl	1
