Id	Label	Size
120	Lewis Jackson	2
121	Allison Taylor	4
122	Luigi Risotto	4
123	Adrian	4
124	Edna Krabappel	12
125	Comic Book Guy	8
126	Nabil	1
127	Persian man	1
128	Timothy Lovejoy	2
129	Orson Welles	1
130	Kodos	2
131	Hobo	1
132	The Laugh Stop audience member (1)	1
133	Male Golem	1
134	Kang	1
135	Blue	1
136	Joe Quimby	8
137	Jeffrey Tambor	1
138	Phil McGraw	1
139	Alan Dershowitz	1
140	Female Golem	1
141	The Laugh Stop audience member (2)	1
142	Female teenager	1
143	German man	1
144	The Blob	1
145	Abraham Lincoln	1
146	Army colonel	1
147	Girl with glasses	2
148	Lunchlady Dora	2
149	Dolph Starbeam	7
150	George Washington	1
151	Lou	4
152	Wendell Borton	8
153	Army recruiter 2	1
154	Yellow weasel	2
155	Cap'n Crunch	1
156	Army recruiter 1	1
157	Rainier Wolfcastle	8
158	Herman Hermann	1
159	Dorothy	1
160	Army recruit	1
161	Waylon Smithers, Jr.	5
162	Melvin	1
163	Janey Powell	7
164	Buck-toothed boy	5
165	Charlie	1
166	Jack Marley	2
167	Sanjay Nahasapeemapetilon	2
168	Drill sergeant	1
169	Jaffee	3
170	Charles Montgomery Burns	12
171	Colonel's aide	1
172	Old Jewish man	4
173	Jasper Beardly	4
174	Larry	3
175	Abraham Simpson	12
176	Adolf Hitler	1
177	Tom Wolfe	1
178	Jonathan Franzen	1
179	Michael Chabon	1
180	Gore Vidal	1
181	Spider-Man	1
182	J. Jonah Jameson	1
183	Eloise	2
184	Snowball II	5
185	Icarus	1
186	Professor Stein	1
187	Roger Meyers, Jr.	1
188	Bumblebee Man	5
189	Gavin	1
190	Blue-haired lawyer	1
191	Selma Bouvier	5
192	Magilla Gorilla	1
193	Bear	1
194	Bernice Hibbert	8
195	Melvin Van Horne	6
196	Frankie the Squealer	1
197	Lactose intolerant boy	1
198	iPod	1
199	Max	1
200	Max's wife	1
201	Drederick Tatum	2
202	Maude Flanders	1
203	Mr. Jones	1
204	Opal	1
205	Greta Wolfcastle	1
206	Capital City Goofball	2
207	Gail Tucker	1
208	Jeremy Freedman	2
209	Martin Prince	4
210	Snake Jailbird	5
211	Headmaster Greystash	1
212	Mrs. Muntz	1
213	T. R. Francis	1
214	Galahad	1
215	Kearney Zzyzwicz, Jr.	1
216	Buck-toothed girl	1
217	Sophie Jensen	2
218	Crazy Cat Lady	3
219	Waylon Smithers	3
220	Lewis look-alike	1
221	Mr. Costington	2
222	Jaffee Ziswhisky	1
223	Elvis Stojko	1
224	Phillip	1
225	Poochie	1
226	Long haired girl	2
227	The Grumple	1
228	Candy Kevin	1
229	Ling Bouvier	2
230	Jub-Jub	1
231	Officer Joe	1
232	Fausto	1
233	Billy	1
234	Italian Pete	1
235	Jack	1
236	Yum Yum Fish	1
237	Poison Lenny	1
238	Roy Snyder	1
239	Mr. Mole	1
240	Jimmy Smits	1
241	Ham	1
242	The Toker	1
243	Crimson Cockatoo	1
244	Serpent	1
245	Sugar and Spice	1
246	Bartman	1
247	The Diddler	1
248	John Squawking Bear	1
249	Mr. Teeny	3
250	Dylan Spuckler	1
251	Harry Potter	1
252	Jacques	1
253	Darcy	1
254	Cookie Kwan	3
255	Yes Guy	1
256	Shadow	1
257	Winston	1
258	The Hounds	1
259	Declan Desmond	1
260	Eleanor Abernathy	1
261	Ling Chow	1
262	Dark Stanley	1
263	Merle Values	1
264	International Harvester Spuckler	1
265	Crystal Meth Spuckler	1
266	Birthday Spuckler	1
267	Chuck	1
268	Incest Spuckler	1
269	Psychologist	1
270	Stacey Swanson	1
271	Buttcrack Barry	1
272	Sheila Chow	1
273	Salvador Dalí	1
274	Dubya Spuckler	1
275	James Patterson	1
276	Whitney Spuckler	1
277	Dario Fo	1
278	Andy Dick	1
279	Jim Carrey	1
280	Audrey McConnell	1
281	Springfield Elementary School psychologist	1
282	Boy with shades	1
283	Agnes Skinner	1
284	Jitney Spuckler	1
285	Stephen Sondheim	1
286	Reverend Racist	1
287	Robert Terwilliger	1
288	Calvin Coolidge	1
289	Troy McClure	1
290	Lionel Hutz	1
291	Lillian Gish	1
292	Constance Harm	1
293	Sara Sloane	1
294	Julio	1
295	Paris Texan	1
296	Mr. T	1
297	Elton John	1
298	Scott Christian	1
299	Betty White	1
300	Lance Murdock	1
301	Freddy Quimby	1
302	Yao Ming	1
303	Rich Texan	1
304	Gary Coleman	1
305	Freddy	1
306	José Canseco	1
307	Martha Quimby	2
308	Princess Kashmir	1
309	Lurleen Lumpkin	1
310	Paul McCartney	1
311	Arthur Crandall	1
312	Gabbo	1
313	Chewbacca	1
314	Robin Williams	1
315	Booberella	1
316	Evelyn Peters	1
317	Rose Quimby	1
318	Fireman	1
319	Burt Reynolds	1
320	Enrico Irritazio	1
321	Portly wizard	1
322	Mantis Burns	1
323	Jesminder Bhamra	1
324	Nick Callahan	1
325	Manchester United	1
326	Pixie Dr. Nick	1
327	Enchantress Krabappel	1
328	Ronaldo	1
329	Sussexton-Hamptonshire-Unleath	1
330	Wench Milhouse	1
331	Troll Jimbo	1
332	Warrior Marge	1
333	Vendor Apu	1
334	Elf Marge	1
335	Turkey Skinner	1
336	Cycloid Dolph	1
337	Troll Kearney	1
338	Bat Nelson	1
339	Troll Moe	1
340	Sophie	1
341	Cobra King	1
342	Shadow Knight	1
343	Virgin Mary statue	1
344	Jessica Lovejoy	1
345	Christopher Columbus	1
346	Stephen King	1
347	Joe LaBoot	1
348	Bill	1
349	Cotton Tail	1
350	Marty	1
351	Cottontail	1
352	Michael Bolton	1
353	Eleanor Roosevelt	1
354	Elvis Presley	1
355	John Lennon	1
356	Franken Berry	1
357	Jason Voorhees	1
358	Strangles	1
359	Elmo	1
360	Clippy	1
361	Pinhead	1
362	Big Bird	1
363	Sharquelle	1
364	Stephen Hawking	1
365	Jack Bauer	1
366	Arnie Pye	2
367	Carol Jones	1
368	Phobos	1
369	Cosine	2
370	Chloe O'Brian	1
371	Melissa Burlingame	1
372	Black weasel	1
373	Ludacris	1
374	Laddie	1
375	Leprechaun	1
376	Birch Barlow	1
377	Becky	1
378	Newshound	1
379	Itchy	1
380	Sideshow Bob	1
381	Dracula	1
382	Scratchy	1
