Id	Label	Size
80	Will Harridge	1
81	Cookie Kwan	6
82	Louie	4
83	Chris Hansen	1
84	Mrs. Scratchy	1
85	Sarah Wiggum	6
86	Snowball V	3
87	Julio	5
88	Scratchy	5
89	Richard Branson	1
90	Fat Tony	6
91	Mrs. Muntz	7
92	Wendell Borton	13
93	Princess Penelope	1
94	Clancy Wiggum	11
95	Lou	8
96	Bumblebee Man	7
97	Hank Scorpio	1
98	Booberella	3
99	Helen Lovejoy	8
100	Legs	4
101	Melissa	9
102	Bernice Hibbert	8
103	Itchy	5
104	Bill Gates	1
105	Lenny Leonard	18
106	Richard	9
107	Ralph Wiggum	14
108	Nelson Muntz	16
109	Terry Francona	1
110	Zack Greinke	1
111	Todd Flanders	10
112	Walter Matthau	1
113	Dahlia Brinkley	1
114	Whitey Ford	1
115	Sandy Alomar	1
116	Pinky Higgins	1
117	Buck-toothed boy	5
118	Charles Montgomery Burns	12
119	Ron Swoboda	1
120	Luigi Risotto	7
121	Benjamin	1
122	Mike Scioscia	1
123	Larry	5
124	Splatterface	1
125	Isotots commentator	1
126	Cliff Lee	1
127	Ray Fosse	1
128	Connie Mack	1
129	Rod Flanders	8
130	Dick Drago	1
131	Jonathan Frink	9
132	Üter Zörker	1
133	George Steinbrenner	1
134	Master craftsman	1
135	Doug	1
136	Luann Van Houten	11
137	Waylon Smithers, Jr.	8
138	Oscar Gamble	1
139	Gary	1
140	Pete Rose	1
141	Bill James	1
142	Kirk Van Houten	10
143	Lenny Dykstra	1
144	Count von Count	2
145	Edmund	1
146	Eddie	5
147	Colonel Ketchup	1
148	Count Fudge-ula	1
149	Apu Nahasapeemapetilon	10
150	Santa's Little Helper	8
151	Kang	1
152	Professor Frink	2
153	Timothy Lovejoy, Jr.	7
154	Kodos	1
155	Selma Bouvier	9
156	Big Bird	1
157	Sideshow Mel	4
158	Roger	1
159	Mr. Smithers	1
160	Becky	5
161	Cloisters Academy headmaster	1
162	Gas station attendant	1
163	Ms. Marshall	1
164	Bleeding Gums Murphy	1
165	Groundskeeper Willie	11
166	Jaffee	5
167	Baby Musthave	1
168	Marge's old house's owner	1
169	Chloe Talbot	1
170	Sashi Nahasapeemapetilon	1
171	Lieutenant Smash	1
172	Martha Prince	2
173	Hyman Krustofsky	2
174	Lugash	1
175	Arnie Pye	4
176	Lindsey Naegle	4
177	The Grave Matthews Band	1
178	Gillian	1
179	The Rich Texan	3
180	Janice	1
181	Nabendu Nahasapeemapetilon	1
182	Brody McKenna	2
183	Roy Snyder	2
184	Akira	3
185	Ms. Albright	1
186	NBC representativeâ€Ž	1
187	Alice Glick	3
188	Astrid Weller	1
189	Drederick Tatum	4
190	Binky	1
191	Snake Jailbird	3
192	Sandeep Nahasapeemapetilon	1
193	Princess Kashmir	1
194	Manjula Nahasapeemapetilon	3
195	Ruth Powers	6
196	Jessica Lovejoy	2
197	Constance Harm	2
198	Nikki McKenna	1
199	Stark Richdale	1
200	Michael D'Amico	1
201	Cora	1
202	Gheet Nahasapeemapetilon	1
203	Anoop Nahasapeemapetilon	1
204	Brandine Del Roy	5
205	Mr. Burns' doctor	1
206	Martin Prince, Sr.	3
207	Pria Nahasapeemapetilon	1
208	Vicki Valentine	1
209	Dick Cheney	1
210	Poonam Nahasapeemapetilon	1
211	Patty Bouvier	7
212	Brunella Pommelhorst	3
213	Uma Nahasapeemapetilon	1
214	Old Jewish Man	5
215	John	2
216	Artie Ziff	1
217	Dr. Brentano	1
218	Birch Barlow	1
219	Squeaky-voiced teen	5
220	Nick Riviera	2
221	Stephen King	1
222	Horatio McCallister	6
223	Catherine Zeta-Jones	1
224	Raymond Bird	1
225	Danica Patrick	1
226	Adrian	3
227	Maude Flanders	2
228	Buck-toothed girl	2
229	Long haired girl	5
230	Winston Churchill	1
231	Angry ostrich	1
232	Julius Caesar	1
233	Alexander the Great	1
234	Adolf Hitler	3
235	Ostrich World owner	1
236	Willie	1
237	Clown	1
238	Girl with glasses	5
239	Radioactive Man	3
240	Indiana Jones	1
241	Abraham Lincoln	1
242	Emily Dickinson	1
243	Lewis look-alike	2
244	Smug girl	2
245	Boy with shades	2
246	Snowball II	1
247	The Bloody Hangman	1
248	World War II soldier	1
249	George S. Patton	1
250	Dr. Thurston	1
251	Jasper Beardley	3
252	Katy Perry	1
253	Martha Stewart	1
254	Santa Claus	1
255	Snow Monster	1
256	Ryan Seacrest	1
257	Barack Obama	1
258	Nicky Bluepants Altosaxophony	1
259	FBI agent	1
260	Jimmy the Snitch	1
261	Bride	1
262	Johnny Tightlips	2
263	Penitentiary lunch lady	1
264	Mayor Quimby's body guards	1
265	Glinda	1
266	Anna Maria D'Amico	1
267	Don Vittorio	1
268	Coach Krupt	1
269	Mike Benzie	1
270	Charlie Sheen	1
271	"Where the Red Fern Grows" 5th grader	1
272	Zack	1
273	Chuck	1
274	Erik	1
275	The Cool Moms	1
276	Poochie	1
277	Sanjay Nahasapeemapetilon	2
278	Sherri and Terri's mother	2
279	Sam	5
280	Melody Juniper	1
281	Leslie Swisher	1
282	Lunchlady Dora	4
283	Grizzly Shaun	1
284	Sheldon	1
285	Blue Haired Lawyer	2
286	Raoul	1
287	Late shift worker	1
288	Llewellyn Sinclair	1
289	Calliope Juniper	1
290	Dewey	1
291	Sterling Closet	1
292	Moe Szyslak's mother	1
293	Neil Patrick Hairless	1
294	Grady	2
295	DMV manageress	1
296	Comic Book Gay	1
297	Karl	1
298	Dr. Swig McJigger	1
299	James Lipton	1
300	Sam Waters	1
301	Lucy Carbunkle	1
302	Steven Soderbergh	1
303	William Hyde Wollaston	1
304	Uncle Sam	1
305	Space Mutants	1
306	Jimmy	1
307	Robert Wagner	1
308	Chinese spy	1
309	Digby Sheridan	1
310	Trey	1
311	Rebecca	1
312	Dwayne Nelson	1
313	Sheldon Leavitt	1
314	Lizzie Waters	1
315	Tiger Woods	1
316	Geena Davis	2
317	Playground ghost	1
318	Mrs. Waters	1
319	French spy	1
320	Courtney	1
321	David Mamet	1
322	Matthew Perry	1
323	Finnish spy	1
324	Patrick Waters	1
325	Lucy's boss	1
326	David Chase	1
327	B.A. Bäckström	1
328	Gerald	1
329	Lenny's sister	1
330	Dr. Kissingher	1
331	Dr. Therabear	1
332	J. Loren Pyror	1
333	Auric Goldfinger	1
334	Jaws	1
335	Ernst Stavro Blofeld	1
336	Burns' wingman	1
337	Eva Braun	1
338	Crazy dog man	1
339	Ma Haggerly	1
340	Sherri and Terri's triplet	1
341	Moe Syzlak	1
342	Oddjob	1
343	Marriage Preservation Committee	1
344	Coffee Shop employee	1
345	Sarcastic doorman	1
346	Carl's sister	1
347	Judi Dench	1
348	Jessica Simpson	1
349	Willis	1
350	Keith Urban	1
351	Wes Anderson	1
352	Angry Dad	1
353	Rolling 80	1
354	Elton John	1
355	Hugh Hefner	1
356	André Bazin	1
357	Anthony Hopkins	1
358	Lady Gaga	1
359	Dan Castellaneta	1
360	Miss Pennyfarthing	1
361	Herman Melwood's father	1
362	Frank Tashlin	1
363	Nasty J	1
364	Nick Park	1
365	Randy Newman	1
366	Russell Brand	1
367	Roman Polanski	1
368	Unnamed Rolling 80 member	1
369	Ben Stiller	1
370	Taylor Hackford	1
371	Mr. Carrot Head	1
372	DJ Kwanzaa	1
373	Seat filler	1
374	Bette Midler	1
375	WALL-E	1
376	Deborah Kerr	1
377	Halle Berry	1
378	Herman Melwood	1
379	Sensei cat	1
380	Timmy	1
381	Helen Mirren	1
382	Crumble	1
383	Jack Black	1
384	Tim Burton	1
385	Ricky Gervais	1
386	Ridley Scott	1
387	Martin Prince	4
388	Walter Hotenhoffer	1
389	Waylon Smithers	1
390	Man Who Lives in the Desert	1
391	Road Runner	1
392	Woman Who Lives in the Desert	1
393	Yellow Weasel	4
394	Mona Simpson	1
395	Coyote	1
396	Don Johnson	1
397	Defonzo Palmer	1
398	Jack Marley	1
399	Cheech Marin	1
400	Madison McKenna	1
401	Mrs. Vanderbilt	2
402	Seth	1
403	Increase	1
404	Charlie	2
405	Mrs. Feesh	1
406	Munchie	1
407	Ribhead	1
408	Tommy Chong	1
409	Very tall man	1
410	Brad Goodman	1
411	Miss Springfield	1
412	Dave Shutton	1
413	Dmitry Medvedev	1
414	Dr. Zander	1
415	Roger Meyers, Jr.	1
416	Melvin Van Horne	1
417	Beauty	1
418	Kareem Abdul-Jabbar	1
419	David Copperfield	1
420	Esther	1
421	Ewell Freestone	1
422	Ricky Jay	1
423	Harry Houdini	1
424	Penn Jillette	1
425	Cregg Demon's son	1
426	The Mighty Chimpopo	1
427	Sophie Jensen	2
428	The Great Raymondo	1
429	The Great Raymondo's brother	1
430	Ali Rudy Valée	1
431	Teller	1
432	Black weasel	2
433	Cregg Demon	1
434	Herman Hermann	1
435	Timothy Lovejoy	2
436	Tushie	1
437	Vincent	1
438	Normal Head Joe Spuckler	1
439	Plopper	1
440	Stevie B.	1
441	"Just stamp the ticket" man	1
442	Frankie the Squealer	1
443	Ling Bouvier	1
444	Bill	1
445	Fat Tony's wife	1
446	Jacqueline Bouvier	1
447	Stevie F.	1
448	Taffy	1
449	Martha Quimby	1
450	Gavin's mother	1
451	Audrey McConnell	2
452	Jub-Jub	1
453	Disco Stu's girlfriend	1
454	Kyle LaBianco	1
455	Cosine	1
456	Débutante	1
457	Milly Anne	1
458	Embry Joe Spuckler	1
459	Dowager	1
460	Duffman	1
461	Myra	1
462	Nancy Drew	1
463	Shavings owner	1
464	Pharm team male researcher	1
465	Joey Kramer	1
466	Mr. Becker	1
