Id	Label	Size
234	Robbie the Automaton	1
235	Morningwood guard	1
236	Captain Tenille	1
237	Mrs. Gumble	1
238	Village People	1
239	Mr. Snookums	1
240	Bob Denver	1
241	Hikaru Sulu	1
242	Faith Crowley	1
243	Agent Johnson	1
244	Karl	1
245	Fidel Castro	1
246	Lucius Sweet	1
247	Agent Miller	1
248	Apu's Helper Monkey	1
249	Mojo	1
250	Lindsay Naegle	1
251	Crazy Cat Lady	1
252	Itchy	1
253	Black Weasel	1
254	Joe Banks	1
255	Major Nougat	1
256	Cocoa	1
257	Scratchy	1
258	Gooey	1
259	The Chocobots	1
260	U2	1
261	Mr. Bunny	1
262	Oscar the Grouch	1
263	Paul McGuinness	1
264	Mr. Costington	1
265	Ray Patterson	1
266	Fat Tony	1
267	Legs	1
268	Neil	1
269	Sherpa	1
270	C.W. McAllister	1
271	McBain	1
272	Brad	1
273	Curly Sue	1
274	Area 51-A security guard	1
275	Albert Dershman	1
276	Russian vendor	1
277	Russian chess player	1
278	Mother	1
279	Cherry picker man	1
280	Bear	1
281	Drawbridge worker	1
282	Steve	1
283	Rick Blaine	1
284	Teresa	1
285	Bill	1
286	Ilsa Lund	1
287	Farmer	1
288	Polly	1
289	Marty	1
290	Louis Renault	1
