Id	Label	Size
97	Timothy Lovejoy	5
98	Robusto	1
99	The Rich Texan	4
100	Blinky	1
101	Dewey Largo	10
102	Jimbo Jones	12
103	Horatio McCallister	6
104	Becky	2
105	Freddy Quimby	1
106	Lurleen Lumpkin	1
107	Yellow weasel	2
108	Sophie Jensen	2
109	Allison Taylor	2
110	Jack Marley	1
111	Database	6
112	Jaffee Ziswhisky	1
113	Eddie Muntz	1
114	"Just stamp the ticket" man	1
115	Lewis look-alike	3
116	Miss Springfield	2
117	Crazy Cat Lady	3
118	Brandine Del Roy	3
119	Lionel Hutz	1
120	Herman Hermann	2
121	Blue	1
122	Hobo	1
123	Cletus Spuckler	5
124	Daddy Claus	1
125	Gil Gunderson	3
126	Mother Dexter	1
127	Adrian	5
128	Jebediah Springfield	2
129	Ruth Powers	3
130	Long haired girl	5
131	Snake Jailbird	5
132	Wendell Borton	6
133	Otto Mann	7
134	Rainier Wolfcastle	3
135	Smug girl	2
136	Comic Book Guy	8
137	Janey Powell	6
138	Eugene Levy	1
139	Nina Skalka	1
140	Sam	3
141	Ms. Albright	2
142	Girl with glasses	4
143	Snowball II	1
144	Boy with shades	2
145	J. Loren Pyror	1
146	Richard	5
147	Angelica	1
148	Hugs Bunny	1
149	Cookie Kwan	3
150	Mama Jugs	1
151	Luigi Risotto	4
152	Waylon Smithers	3
153	Nana Van Houten	1
154	Tammy	1
155	Martha Quimby	1
156	Charles Montgomery Burns	8
157	Titi	1
158	Stan Smith	1
159	Sideshow Bob	1
160	Peter Griffin	1
161	Gino Terwilliger	1
162	Francesca Terwilliger	1
163	Mr. Mackleberry	1
164	Gabriel	1
165	John Glenn	1
166	Saint Joseph	1
167	Jeremy Freedman	1
168	Christmas Raccoon	1
169	Jonathan Frink	3
170	Martin Luther King	1
171	Cyrus Simpson	1
172	Gary Chalmers	5
173	Melvin Van Horne	2
174	Lisa, Jr.	1
175	Rudolph the Red-Nosed Reindeer	1
176	Hyman Krustofsky	1
177	Virgin Mary	1
178	Santa Claus	1
179	Old Jewish man	4
180	Joe Frazier	1
181	William H. Macy	1
182	Mason Fairbanks	1
183	Mona Simpson	1
184	Jesus Christ	1
185	Matt Groening	1
186	Binky	1
187	Cora	1
188	Myra	1
189	Melissa	2
190	Stavros	1
191	Birch Barlow	1
192	The Commandant	1
193	Justin	1
194	Jaffee	4
195	Buck-toothed girl	2
196	Amy	1
197	Lindsey Naegle	4
198	Hugo Chávez	1
199	Brunella Pommelhorst	1
200	Willie's father	1
201	Buck-toothed boy	3
202	Willie's mother	1
203	Charity Titters	1
204	Coach Krupt	1
205	Carl's dad	1
206	Mr. Costington	1
207	Jeremy Turley	1
208	Lard Lad	1
209	Aristotle Amadopolis	1
210	Larry	4
211	Rich Uncle Pennybags	1
212	Martin Prince, Jr.	4
213	Mr. Vanderbilt	2
214	Frank Grimes	1
215	Reverend Lovejoy	1
216	Roger Meyers, Jr.	1
217	Bighorn Sheep	1
218	Bumblebee Man	3
219	Darth Vader	1
220	Tom Green	1
221	Toot-Toot	1
222	Carmen Miranda	1
223	Bob Hope	1
224	Randy Johnson	1
225	Aging Animal House employee	1
226	Aflac	1
227	Susan Sarandon	1
228	Maude Flanders	1
229	Charles Heathbar	1
230	Charlie Sheen	1
231	Verity Heathbar	1
232	Ben Heathbar	1
233	Woody Woodpecker	1
234	Mischa Barton	1
235	Doug	1
236	Dan Castellaneta	1
237	Michael Jackson	1
238	Opal	1
239	Jebediah Springfield statue	1
240	George Meyer	1
241	Dr. Egoyan	1
242	Rob Reiner	1
243	Tiger Woods	1
244	Sting	1
245	Jacqueline Bouvier	1
246	Mayor Quimby's body guards	1
247	Quick Draw McGraw	1
248	Bud Armstrong	1
249	Los Souvenir Jacquitos	1
250	Carmen Electra	1
251	Mrs. Albright	1
252	Steve Ditko	1
253	Kavi	1
254	Richard Dean Anderson	1
255	Jack O'Neill	1
256	Bart's bully	1
257	Papa Smurf	1
258	Fletcher Christian	1
259	Ned Flandish	1
260	Üter Zörker	1
261	Lord Uglyface	1
262	Great Chief Wig-Gum	1
263	Horatio Nelson	1
264	Marge's friend	1
265	Melanie Upfoot	1
266	Tanya	1
267	Albert Einstein	1
268	Jake Boyman	1
269	Gunter	1
270	Bart Junior	1
271	Black weasel	1
272	Juliana Krellner	1
273	Cecile Shapiro	1
274	Dowager	1
275	Female mail carrier	1
276	'74 Oakland A's	1
277	Brenda Weingarten	1
278	George H.W. Bush	1
279	Tracy	1
280	George W. Bush	1
281	Mark	1
282	Gene Tenace	1
283	Good-looking bachelor	1
284	Sal Bando	1
285	Duffman	2
286	George Will	1
287	Roy Snyder	1
288	Little Moe Syzslak	1
289	Pope	1
290	Sanjay Nahasapeemapetilon	1
291	Ham	1
292	Bambi	1
293	Wallace Brady	1
294	Report Card	1
295	Cosine	1
296	Clarice Dremond	1
297	Yes Guy	1
298	Lou Gehrig	1
299	Buck Mitchell	1
300	Tabitha Vixx	1
301	Jock Squawk	1
302	Tito	1
303	Howard K. Duff	1
304	Springfield Floozies	1
