Id	Label	Size
148	Sanjay Nahasapeemapetilon	2
149	Manjula Nahasapeemapetilon	4
150	Oompa-Loompa	1
151	Drederick Tatum	3
152	The Rich Texan	2
153	Librarian	1
154	Willie	1
155	Bumblebee Man	3
156	Garth Motherloving	1
157	Brandine Del Roy	5
158	Rainier Wolfcastle	4
159	Ms. Albright	1
160	Llewellyn Sinclair	1
161	Ice cream lady	1
162	Akira	1
163	Count Fudge-ula	1
164	Luigi Risotto	3
165	Elizabeth Hoover	5
166	Lucille Botzcowski	1
167	Gil Gunderson	2
168	Lunchlady Dora	1
169	Spock	1
170	Nick Riviera	5
171	Ruth Powers	3
172	Disco Stu	5
173	Otto Mann	7
174	Apu Nahasapeemapetilon	8
175	Mayor Quimby	1
176	The Velvet Mafia	1
177	Gay Steel Workers of America	1
178	Gay Dog Alliance	1
179	Duffman	2
180	Itchy	4
181	Ed O'Neill	1
182	Scratchy	4
183	Artie Ziff	1
184	Baron Von Kiss-A-Lot	1
185	Harlan Dondelinger	1
186	Herman Hermann	2
187	Mark Hamill	1
188	Rafael	2
189	Funzo	1
190	Chuck	1
191	Female curling host	1
192	Helicopter pilot	1
193	Canadian basketball player	1
194	Bigfoot	1
195	Michael Dukakis	1
196	Paul Shaffer	1
197	Brittany Brockman	2
198	Mrs. Van Hookstratten	1
199	Boozer	1
200	Greta Wolfcastle	1
201	Snobby bully	1
202	Bongo	1
203	Macaulay Culkin	1
204	Ross Perot	1
205	Julius Hibbert's son	1
206	Paramountie Studios tour guide	1
207	"Undercover Nerd" bully	1
208	Sergeant Murder	1
209	Jackington	1
210	CN Tower security guard	1
211	Helicopter cop	1
212	Tram driver	1
213	Rich boy	1
214	Male curling host	1
215	Butler	1
216	St. John Van Hookstratten	1
217	Melvin Eugene Punymeyer	1
218	Wolfgang Puck	1
219	Steven Spielberg	1
220	Officer Nick Vengeance	1
221	Lara Flynn Boyle	1
222	Dog	1
223	Billy Joel	1
224	David O. Selznick	1
225	Annie Oakley	1
226	Yes Guy	2
227	Poochie	2
228	Buck McCoy	1
229	Leo	1
230	Judd Nelson	1
231	Zelda	1
232	Bonnie Franklin	1
233	Adrian Zmed	1
234	Zack	1
235	Mr. T	1
236	Ray J. Johnson	1
237	Hatty	1
238	Ameil	1
239	Los Souvenir Jacquitos	1
240	Charo	1
241	Penelope	1
242	Joan of Arc	1
243	Poseidon	1
244	Odysseus	1
245	Rosencarl	1
246	Cyclops	1
247	Ophelia	1
248	Helen of Troy	1
249	Zeus	1
250	King Hamlet	1
251	Prince Hamlet	1
252	Discus Stu	1
253	Telemachus	1
254	King of Troy	1
255	God	1
256	Lenny	1
257	Circe	1
258	Dionysus	1
259	King Milhouse	1
260	Sirens	1
261	Claudius	1
262	Bartrand	1
263	Flamenco Flamingo	1
264	Uncle Sam	1
265	Cody Spuckler	1
266	Ronaldo	1
267	Cassidy Spuckler	1
268	Wesley Spuckler	1
269	Fernando	1
270	Brad	1
271	Homer's kidnappers	1
272	Neil	1
273	Mr. Movie Phone	1
274	Xoxchitla	1
275	Samba school teacher	1
276	Orphanage nun	1
277	Jimmy the Scumbag	1
278	Brazilian Yes Guy	1
279	Scott Christian	1
280	Bill Clinton	1
281	Dowager	1
282	Mrs. Vanderbilt	2
283	Sergeant Scraps	1
284	Larry Kidkill	1
285	Seth	2
286	The Crows	1
287	Hume Crow-nyn	1
288	Mr. Mitchell	1
289	Gregory Peck	1
290	Crow Diddley	1
291	Munchie	2
292	Mr. Vanderbilt	1
293	Cameron Crow	1
294	Phish	1
295	Russell Crow	1
296	Professor Lombardo	1
297	Mr. Costington	1
298	Stampy	1
299	Michael Jeter	1
300	Mark Spitz	1
301	Shannen Doherty	1
302	Lionel Hutz	1
303	Princess Kashmir	1
304	Wolfguy Jack	1
305	Jacques	1
306	Maude Flanders	1
307	Sideshow Bob	1
308	Darth Vader	1
309	Burt Reynolds	1
310	Snowball II	3
311	Lindsay Naegle	1
312	Troy McClure	1
313	Mona Simpson	1
314	Herbert Powell	1
315	Pete	1
316	Kathleen Turner	1
317	Geoff Jenkins	1
318	Sophie Jensen	1
319	Lewis look-alike	1
320	Bill Bixby	1
321	Jessica Lovejoy	1
322	Seamus	1
323	Smug girl	1
324	‎Lynda Carter	1
325	Melvin Van Horne	1
326	Jaffee	1
327	Angry Dad	1
328	Melissa	1
329	Long haired girl	1
330	Dan Castellaneta	1
331	Lou Rawls	1
332	‎Trouble Dog	1
333	�ter Z�rker	1
334	Girl with glasses	1
335	Mary Bailey	1
336	Lewis Jackson	1
337	‎Sinestro	1
338	Buck-toothed boy	1
339	Danger Dog	1
340	Adrian	1
341	‎Walter Mondale	1
342	Boy with shades	1
343	‎Danger Cat	1
344	The Thing	1
345	Little Dot	1
346	Waylon Smithers	1
347	‎Danger Dude	1
348	‎Mark Fuhrman	1
349	Green Lantern	1
350	Stan Lee	1
351	Nahasapeemapetilon octuplets	1
352	Brahma	1
353	Annette	1
354	Brunella Pommelhorst	1
355	Ms. Phipps	1
356	Spider-Man	1
357	Alex Whitney	1
358	Brittany Spuckler	1
359	Tina	1
360	Robert Pinsky	1
361	John F. Kennedy	1
362	Lugash	1
363	Samantha Stankey	1
364	Gary Chalmers	2
365	Heather Spuckler	1
366	Carrie	1
367	Allison Taylor	1
368	Tiffany Spuckler	1
369	Francine Rhenquist	1
370	EPA scientist	1
371	The Warden	1
372	Chester Bellamy	1
373	Jack Marley	1
374	Mr. Jingles	1
375	Spuckler children	1
376	Man with the braces	1
377	Sam	2
378	Jury foreman	1
379	Myrna Bellamy	1
380	Screamapillar	1
381	Carmen Electra	1
382	Arnie Pye	1
383	Johnny Tightlips	1
384	Otis	1
385	Jughead Jones	1
