Id	Label	Size
233	Mr. Becker	1
234	Francine Rhenquist	1
235	Miss Springfield	2
236	Amelia Earhart	1
237	Dwight D. Eisenhower	1
238	Charles Lindbergh	1
239	Mrs. Muntz	1
240	Arnie Pye	2
241	Jeremy Freedman	1
242	Nancy Gladness	1
243	Martha Quimby	1
244	Nat Gladness	1
245	Benjamin Franklin	1
246	The Warden	1
247	Wonder Woman	1
248	King George III	1
249	Jesus Christ	1
250	Superman	1
251	Ed Begley, Jr.	1
252	Old Jewish man's son	1
253	Hans Moleman's father	1
254	Young Irish smoker	1
255	Irish cyclist	1
256	Kathy Ireland	1
257	Yupprechaun	1
258	Irish doorman	1
259	Guinness Brewery tour guide	1
260	Eastern European woman	1
261	Hazel	1
262	Seamus Fitzpatrick	1
263	Irish AA member	1
264	Irish pilot	1
265	Jasper Beardly's son	1
266	Simon & Garfunkel	1
267	Irish police officer (2)	1
268	Irish street musician	1
269	Francis O'Shaughnessy	1
270	Eastern European man	1
271	Irish Nelson	1
272	Mr. Potato Head	1
273	Hot Tubs salesman	1
274	Boy with bangs	2
275	Art Garfunkel	1
276	Irish authorities official	1
277	Irish police officer (1)	1
278	Paul Simon	1
279	Guinness brewer	1
280	Liam Fitzpatrick	1
281	Estes Kefauver	1
282	Wheelbarrow race referee	1
283	U2	1
284	Tom O'Flanagan	1
285	Elderly Irish smoker	1
286	Gabbo	1
287	Surly Duff	1
288	Howard, Sr.	1
289	Capital City Goofball	1
290	Señor Ding-Dong	1
291	Chazz Busby	1
292	Bill	1
293	The Parson	1
294	Pope	1
295	Howard, Jr.	1
296	Jebediah Springfield	1
297	Maya	1
298	Jean-Pierre Petomane	1
299	Wayne Buckhorn	1
300	Oompa-Loompa	1
301	Kearney's Other Son	1
302	Don Jacques LaLonde	1
303	Ling Chow	1
304	Babando	1
305	Elmo	1
306	Delacroix	1
307	Count von Count	1
308	Librarian	1
309	Pete Mavroudis	1
310	Big Bird	1
311	Howard	1
312	Donald	1
313	Jenny	1
314	Yellow weasel	1
315	Cosine	1
316	Black weasel	1
317	Major Preston	1
318	Buck-toothed boy	1
319	Fire Eater	1
320	Henry VI	1
321	Brittany	1
322	Anne of Cleves	1
323	Nina Skalka	1
324	Girl with glasses	1
325	Jimmy	1
326	Human Statue	1
327	Noah	1
328	Mime	1
329	Noah's mother	1
330	Üter's father	1
331	Oscar Wilde	1
332	Brittany Brockman	1
333	Caitlin	2
334	Juggler	1
335	Geoffrey Chaucer	1
336	Long haired girl	1
337	Sophie Jensen	1
338	Üter Zörker	1
339	Khlav Kalash vendor	1
340	Fiddler	1
341	Adrian	1
342	Boy with shades	1
343	e. e. cummings	1
344	Waverly Hills Elementary School groundskeeper	1
345	Dr. Bettleheim	1
346	Milhouse Van Houten's cousin	1
347	Waverly Hills Elementary School teacher	1
348	sciencewater employee	1
349	Kate Lynn	1
350	Winnie-the-Pooh	1
351	Alaska Nebraska	1
352	Paris Texan	1
353	P. D. Eastman	1
354	City inspector	1
355	Sailor	1
356	Tiger	1
357	Katelyn	1
358	Laurence Olivier	1
359	Walter Raleigh	1
360	John Gielgud	1
361	Tea Biscuit	1
362	Elizabeth Raleigh	1
363	Snow White	1
364	Crabby	1
365	Lassie	1
366	Prince Ralph of Austria	1
367	Greedy	1
368	King Julio of Spain	1
369	Kirk Gibson	1
370	Drunky	1
371	Ron Rabinowitz	1
372	Inga	1
373	Sven	1
374	Jack Marley	1
375	Waylon Smithers	1
376	Dr. Brentano	1
